,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,FantasyPts
332,261,Mfiondu Kabengele,PF,25,BOS,4,0,36,2,7,0.286,0,3,0.0,2,4,0.5,0.286,2,2,1.0,5,5,10,0,2,0,1,3,6,2022-2023,23.0
333,262,Frank Kaminsky,C,29,TOT,36,0,235,31,63,0.492,13,33,0.394,18,30,0.6,0.595,14,16,0.875,7,45,52,32,6,4,9,22,89,2022-2023,220.4
336,263,Trevor Keels,SG,19,NYK,3,0,8,1,4,0.25,1,4,0.25,0,0,0.535,0.375,0,0,0.768,0,2,2,0,0,0,0,0,3,2022-2023,5.4
337,264,Luke Kennard,SG,26,TOT,59,14,1315,188,382,0.492,133,269,0.494,55,113,0.487,0.666,37,39,0.949,15,143,158,91,32,5,46,82,546,2022-2023,937.1
340,265,Walker Kessler,C,21,UTA,74,40,1703,298,414,0.72,1,3,0.333,297,411,0.723,0.721,82,159,0.516,231,389,620,69,26,173,58,169,679,2022-2023,2065.5
341,266,Braxton Key,SF,25,DET,3,0,9,1,1,1.0,0,0,0.348,1,1,1.0,1.0,2,2,1.0,0,1,1,0,0,0,0,0,4,2022-2023,5.2
342,267,Louis King,PF,23,PHI,1,0,29,8,13,0.615,4,8,0.5,4,5,0.8,0.769,0,1,0.0,2,2,4,2,1,0,2,4,20,2022-2023,28.8
343,268,Corey Kispert,SF,23,WAS,74,45,2093,291,585,0.497,163,384,0.424,128,201,0.637,0.637,75,88,0.852,33,174,207,87,32,9,55,97,820,2022-2023,1266.9
344,269,Maxi Kleber,PF,31,DAL,37,5,930,77,169,0.456,39,112,0.348,38,57,0.667,0.571,27,38,0.711,30,105,135,52,12,30,27,85,220,2022-2023,559.0
345,270,Nathan Knight,C,25,MIN,38,0,291,46,81,0.568,8,22,0.364,38,59,0.644,0.617,39,57,0.684,22,34,56,13,10,6,21,41,139,2022-2023,252.7
346,271,Kevin Knox,SF-PF,23,TOT,63,5,952,152,332,0.458,65,186,0.349,87,146,0.596,0.556,46,60,0.767,34,143,177,33,24,12,50,95,415,2022-2023,734.9
349,272,Christian Koloko,C,22,TOR,58,19,802,72,150,0.48,1,12,0.083,71,138,0.514,0.483,37,59,0.627,84,87,171,31,21,57,20,128,182,2022-2023,647.7
350,273,John Konchar,SF,26,MEM,72,23,1494,138,320,0.431,60,177,0.339,78,143,0.545,0.525,28,36,0.778,64,246,310,100,77,25,37,112,364,2022-2023,1155.0
351,274,Furkan Korkmaz,SG,25,PHI,37,0,353,48,111,0.432,18,46,0.391,30,65,0.462,0.514,26,36,0.722,6,36,42,22,10,3,24,18,140,2022-2023,238.39999999999998
352,275,Luke Kornet,C,27,BOS,69,0,804,113,170,0.665,3,13,0.231,110,157,0.701,0.674,32,39,0.821,86,111,197,53,11,46,25,81,261,2022-2023,722.9
353,276,Vit Krejci,PG,22,ATL,29,0,165,15,37,0.405,5,21,0.238,10,16,0.625,0.473,1,2,0.5,6,20,26,17,5,1,5,17,36,2022-2023,105.7
354,277,Jonathan Kuminga,PF,20,GSW,67,16,1394,261,497,0.525,54,146,0.37,207,351,0.59,0.579,90,138,0.652,70,161,231,125,41,31,95,157,666,2022-2023,1251.7
355,278,Kyle Kuzma,PF,27,WAS,64,64,2239,512,1142,0.448,160,481,0.333,352,661,0.533,0.518,173,237,0.73,55,408,463,239,36,29,190,145,1357,2022-2023,2276.1
356,279,Anthony Lamb,SF,25,GSW,62,4,1195,148,314,0.471,73,199,0.367,75,115,0.652,0.588,46,60,0.767,56,159,215,96,28,20,54,134,415,2022-2023,907.0
357,280,Jock Landale,C,27,PHO,69,4,979,178,337,0.528,21,84,0.25,157,253,0.621,0.559,79,105,0.752,119,161,280,68,16,30,59,126,456,2022-2023,973.0
358,281,Romeo Langford,SG,23,SAS,43,21,844,121,259,0.467,16,61,0.262,105,198,0.53,0.498,39,56,0.696,57,57,114,50,24,13,30,67,297,2022-2023,589.8
359,282,Jake LaRavia,PF,21,MEM,35,0,414,37,95,0.389,24,71,0.338,13,24,0.542,0.516,7,9,0.778,19,44,63,21,12,4,18,49,105,2022-2023,242.10000000000002
360,283,Zach LaVine,SG,27,CHI,77,77,2768,673,1388,0.485,204,544,0.375,469,844,0.556,0.558,363,428,0.848,42,303,345,327,69,18,194,159,1913,2022-2023,2884.5
361,284,A.J. Lawson,SG,22,TOT,15,0,108,22,44,0.5,10,25,0.4,12,19,0.632,0.614,2,8,0.25,6,15,21,2,2,0,3,11,56,2022-2023,87.2
364,285,Damion Lee,SG,30,PHO,74,5,1506,200,452,0.442,110,247,0.445,90,205,0.439,0.564,94,104,0.904,39,186,225,99,30,7,78,118,604,2022-2023,1055.5
365,286,Saben Lee,PG,23,TOT,25,1,373,49,121,0.405,11,30,0.367,38,91,0.418,0.45,42,57,0.737,13,32,45,67,19,1,24,32,151,2022-2023,341.5
368,287,Alex Len,C,29,SAC,26,2,161,16,30,0.533,0,2,0.0,16,28,0.571,0.533,11,16,0.688,24,36,60,12,4,11,16,28,43,2022-2023,162.0
369,288,Kawhi Leonard,SF,31,LAC,52,50,1748,446,871,0.512,104,250,0.416,342,621,0.551,0.572,243,279,0.871,57,281,338,204,72,28,88,84,1239,2022-2023,2162.6
370,289,Meyers Leonard,C,30,MIL,9,2,114,14,29,0.483,7,18,0.389,7,11,0.636,0.603,8,9,0.889,12,22,34,1,2,0,6,16,43,2022-2023,85.3
371,290,Caris LeVert,SG,28,CLE,74,30,2237,320,742,0.431,127,324,0.392,193,418,0.462,0.517,130,180,0.722,53,229,282,287,72,24,116,170,897,2022-2023,1837.9
372,291,Kira Lewis Jr.,PG,21,NOP,25,0,235,40,88,0.455,15,34,0.441,25,54,0.463,0.54,19,22,0.864,5,28,33,23,10,2,10,24,114,2022-2023,214.1
373,292,Damian Lillard,PG,32,POR,58,58,2107,556,1202,0.463,244,658,0.371,312,544,0.574,0.564,510,558,0.914,44,233,277,425,50,18,191,109,1866,2022-2023,2848.9
374,293,Nassir Little,SF,22,POR,54,4,976,134,303,0.442,58,158,0.367,76,145,0.524,0.538,33,46,0.717,27,114,141,50,20,20,36,66,359,2022-2023,687.2
375,294,Isaiah Livers,PF,24,DET,52,22,1199,120,288,0.417,74,203,0.365,46,85,0.541,0.545,32,39,0.821,28,115,143,41,28,28,30,103,346,2022-2023,717.1
376,295,Kenneth Lofton Jr.,PF,20,MEM,24,1,176,49,93,0.527,6,17,0.353,43,76,0.566,0.559,16,27,0.593,19,32,51,20,5,2,12,28,120,2022-2023,220.2
377,296,Kevon Looney,C,26,GSW,82,70,1958,242,384,0.63,0,1,0.0,242,383,0.632,0.63,94,155,0.606,274,486,760,207,52,50,45,225,578,2022-2023,2061.5
378,297,Brook Lopez,C,34,MIL,78,78,2373,477,899,0.531,136,364,0.374,341,535,0.637,0.606,149,190,0.784,157,363,520,99,37,193,107,203,1239,2022-2023,2594.5
379,298,Robin Lopez,C,34,CLE,37,2,299,48,75,0.64,2,4,0.5,46,71,0.648,0.653,14,18,0.778,23,28,51,19,2,8,25,43,112,2022-2023,206.7
380,299,Kevin Love,PF,34,TOT,62,20,1240,165,424,0.389,99,296,0.334,66,128,0.516,0.506,80,91,0.879,59,340,399,116,16,12,70,97,509,2022-2023,1175.8
383,300,Kyle Lowry,PG,36,MIA,55,44,1718,196,485,0.404,107,310,0.345,89,175,0.509,0.514,116,135,0.859,43,182,225,281,57,21,103,143,615,2022-2023,1437.5
384,301,Trey Lyles,PF,27,SAC,74,0,1247,187,408,0.458,87,240,0.363,100,168,0.595,0.565,101,124,0.815,68,232,300,66,27,31,64,97,562,2022-2023,1131.0
385,302,Théo Maledon,PG,21,CHO,44,7,854,102,254,0.402,28,95,0.295,74,159,0.465,0.457,63,74,0.851,14,109,123,152,37,12,59,61,295,2022-2023,758.6
386,303,Sandro Mamukelashvili,C,23,TOT,43,7,660,97,230,0.422,30,99,0.303,67,131,0.511,0.487,39,57,0.684,70,115,185,62,14,12,35,52,263,2022-2023,621.0
389,304,Terance Mann,SG,26,LAC,81,36,1872,272,524,0.519,77,198,0.389,195,326,0.598,0.593,92,118,0.78,77,199,276,184,42,22,80,149,713,2022-2023,1432.2
390,305,Tre Mann,PG,21,OKC,67,5,1183,197,501,0.393,81,257,0.315,116,244,0.475,0.474,42,55,0.764,27,128,155,120,40,11,62,99,517,2022-2023,974.0
391,306,Boban Marjanović,C,34,HOU,31,0,171,41,60,0.683,0,1,0.0,41,59,0.695,0.683,20,27,0.741,20,40,60,9,5,2,14,10,102,2022-2023,194.5
392,307,Lauri Markkanen,PF,25,UTA,66,66,2273,571,1145,0.499,200,511,0.391,371,634,0.585,0.586,349,399,0.875,130,440,570,123,42,38,127,137,1691,2022-2023,2672.5
393,308,Naji Marshall,SF,25,NOP,77,21,1792,247,571,0.433,66,218,0.303,181,353,0.513,0.49,138,175,0.789,48,231,279,189,54,14,97,113,698,2022-2023,1423.3
394,309,Caleb Martin,SF,27,MIA,71,49,2077,254,548,0.464,84,236,0.356,170,312,0.545,0.54,91,113,0.805,88,256,344,117,71,31,78,145,683,2022-2023,1499.3
395,310,Cody Martin,SF,27,CHO,7,0,134,14,36,0.389,3,14,0.214,11,22,0.5,0.431,4,7,0.571,8,16,24,11,4,1,2,13,35,2022-2023,93.3
396,311,Kenyon Martin Jr.,SF,22,HOU,82,49,2292,410,720,0.569,68,216,0.315,342,504,0.679,0.617,151,222,0.68,126,326,452,123,41,30,91,147,1039,2022-2023,1887.9
397,312,Tyrese Martin,SG,23,ATL,16,0,66,9,23,0.391,1,7,0.143,8,16,0.5,0.413,2,2,1.0,5,7,12,2,1,0,2,2,21,2022-2023,39.4
398,313,Garrison Mathews,SG,26,TOT,54,0,686,73,201,0.363,63,180,0.35,10,21,0.476,0.52,48,53,0.906,11,62,73,26,24,5,19,62,257,2022-2023,451.6
401,314,Bennedict Mathurin,SG,20,IND,78,17,2222,413,951,0.434,100,310,0.323,313,641,0.488,0.487,376,454,0.828,87,231,318,116,48,13,152,162,1302,2022-2023,1888.6
402,315,Wesley Matthews,SF,36,MIL,52,0,820,58,160,0.363,39,124,0.315,19,36,0.528,0.484,24,28,0.857,34,79,113,34,20,13,18,71,179,2022-2023,446.6
403,316,Tyrese Maxey,SG,22,PHI,60,41,2016,439,913,0.481,160,369,0.434,279,544,0.513,0.568,180,213,0.845,23,153,176,212,49,8,80,132,1218,2022-2023,1838.2
404,317,Skylar Mays,PG,25,POR,6,6,189,34,68,0.5,12,26,0.462,22,42,0.524,0.588,12,13,0.923,2,17,19,50,6,1,10,11,92,2022-2023,200.8
405,318,Miles McBride,PG,22,NYK,64,2,760,77,215,0.358,40,134,0.299,37,81,0.457,0.451,28,42,0.667,13,37,50,72,37,8,25,60,222,2022-2023,500.0
406,319,Mac McClung,SG,24,PHI,2,0,41,9,20,0.45,4,11,0.364,5,9,0.556,0.55,3,5,0.6,3,7,10,9,0,0,3,3,25,2022-2023,47.5
407,320,CJ McCollum,SG,31,NOP,75,75,2649,587,1344,0.437,211,543,0.389,376,801,0.469,0.515,183,238,0.769,55,273,328,429,70,38,183,153,1568,2022-2023,2746.1
408,321,T.J. McConnell,PG,30,IND,75,6,1526,283,521,0.543,26,59,0.441,257,462,0.556,0.568,58,68,0.853,45,189,234,397,81,10,143,105,650,2022-2023,1656.3
409,322,Jaden McDaniels,SF,22,MIN,79,79,2416,370,716,0.517,107,269,0.398,263,447,0.588,0.591,106,144,0.736,92,215,307,148,74,76,112,272,953,2022-2023,1881.4
410,323,Jalen McDaniels,SF,25,TOT,80,24,1913,281,617,0.455,77,232,0.332,204,385,0.53,0.518,116,138,0.841,63,283,346,130,83,34,93,209,755,2022-2023,1623.2
413,324,Doug McDermott,SF,31,SAS,64,0,1314,239,523,0.457,123,298,0.413,116,225,0.516,0.575,53,70,0.757,24,115,139,91,13,6,58,118,654,2022-2023,956.3
414,325,JaVale McGee,C,35,DAL,42,7,355,80,125,0.64,2,5,0.4,78,120,0.65,0.648,24,41,0.585,30,77,107,11,4,26,36,54,186,2022-2023,384.9
415,326,Bryce McGowens,SG,20,CHO,46,7,787,80,202,0.396,26,80,0.325,54,122,0.443,0.46,60,80,0.75,20,73,93,54,15,6,43,48,246,2022-2023,458.6
416,327,Rodney McGruder,SG,31,DET,32,12,524,62,152,0.408,41,97,0.423,21,55,0.382,0.543,18,22,0.818,20,54,74,28,16,1,11,39,183,2022-2023,353.8
417,328,Jordan McLaughlin,PG,26,MIN,43,0,678,61,145,0.421,24,78,0.308,37,67,0.552,0.503,15,18,0.833,15,47,62,148,32,4,33,28,161,2022-2023,532.4
418,329,De'Anthony Melton,SG,24,PHI,77,58,2150,277,651,0.425,157,403,0.39,120,248,0.484,0.546,69,87,0.793,69,243,312,197,126,41,102,191,780,2022-2023,1848.9
419,330,Sam Merrill,SG,26,CLE,5,0,59,9,22,0.409,5,18,0.278,4,4,1.0,0.523,2,2,1.0,0,9,9,5,4,0,0,3,25,2022-2023,55.3
420,331,Chimezie Metu,PF,25,SAC,66,0,689,129,219,0.589,9,38,0.237,120,181,0.663,0.61,54,73,0.74,47,151,198,40,22,21,32,81,321,2022-2023,715.6
421,332,Khris Middleton,SF,31,MIL,33,19,801,177,406,0.436,51,162,0.315,126,244,0.516,0.499,92,102,0.902,28,112,140,163,23,5,71,68,497,2022-2023,922.5
422,333,Patty Mills,PG,34,BRK,40,2,567,86,209,0.411,49,134,0.366,37,75,0.493,0.529,25,30,0.833,8,36,44,56,15,3,30,32,246,2022-2023,406.8
423,334,Shake Milton,SG,26,PHI,76,11,1567,241,503,0.479,56,148,0.378,185,355,0.521,0.535,99,116,0.853,39,152,191,240,25,13,94,123,637,2022-2023,1246.2
424,335,Justin Minaya,SF,23,POR,4,0,89,7,23,0.304,3,12,0.25,4,11,0.364,0.37,0,1,0.0,3,12,15,4,2,5,4,9,17,2022-2023,58.0
425,336,Josh Minott,SF,20,MIN,15,0,96,18,36,0.5,2,6,0.333,16,30,0.533,0.528,8,8,1.0,5,20,25,5,4,6,3,10,46,2022-2023,110.5
426,337,Davion Mitchell,PG,24,SAC,80,9,1447,181,399,0.454,63,197,0.32,118,202,0.584,0.533,25,31,0.806,16,89,105,185,44,15,62,112,450,2022-2023,968.5
427,338,Donovan Mitchell,SG,26,CLE,68,68,2432,679,1402,0.484,245,635,0.386,434,767,0.566,0.572,319,368,0.867,63,226,289,301,99,27,180,168,1922,2022-2023,2918.3
428,339,Evan Mobley,PF,21,CLE,79,79,2715,525,947,0.554,22,102,0.216,503,845,0.595,0.566,205,304,0.674,187,524,711,224,60,119,146,218,1277,2022-2023,2857.2
429,340,Isaiah Mobley,PF,23,CLE,12,0,84,12,28,0.429,3,8,0.375,9,20,0.45,0.482,4,4,1.0,4,16,20,3,4,3,1,8,31,2022-2023,79.5
430,341,Chima Moneke,SF,27,SAC,2,0,8,1,2,0.5,0,0,0.348,1,2,0.5,0.5,0,2,0.0,2,0,2,1,0,0,2,2,2,2022-2023,3.9000000000000004
431,342,Malik Monk,SG,24,SAC,77,0,1719,357,796,0.448,143,398,0.359,214,398,0.538,0.538,184,207,0.889,32,171,203,298,49,20,146,125,1041,2022-2023,1792.6
432,343,Moses Moody,SG,20,GSW,63,3,817,108,227,0.476,49,135,0.363,59,92,0.641,0.584,37,53,0.698,28,77,105,51,18,7,34,54,302,2022-2023,545.5
433,344,Xavier Moon,SG,28,LAC,4,0,20,3,9,0.333,1,3,0.333,2,6,0.333,0.389,0,0,0.768,0,3,3,5,0,0,1,2,7,2022-2023,17.1
434,345,Wendell Moore Jr.,SG,21,MIN,29,2,153,18,43,0.419,2,17,0.118,16,26,0.615,0.442,4,5,0.8,4,14,18,18,8,5,8,13,42,2022-2023,121.6
435,346,Ja Morant,PG,23,MEM,61,59,1948,566,1214,0.466,92,300,0.307,474,914,0.519,0.504,372,497,0.748,61,296,357,493,66,16,206,100,1596,2022-2023,2803.9
436,347,Marcus Morris,PF,33,LAC,65,65,1825,274,643,0.426,112,308,0.364,162,335,0.484,0.513,68,87,0.782,29,229,258,114,42,21,56,136,728,2022-2023,1341.6
437,348,Markieff Morris,PF,33,TOT,35,2,355,47,115,0.409,28,71,0.394,19,44,0.432,0.53,10,10,1.0,13,58,71,31,9,5,18,48,132,2022-2023,287.7
440,349,Monte Morris,PG,27,WAS,62,61,1695,247,515,0.48,78,204,0.382,169,311,0.543,0.555,64,77,0.831,26,184,210,326,43,13,60,75,636,2022-2023,1485.0
441,350,Trey Murphy III,SF,22,NOP,79,65,2448,387,800,0.484,202,497,0.406,185,303,0.611,0.61,172,190,0.905,59,222,281,112,89,43,61,155,1148,2022-2023,1988.1999999999998
442,351,Dejounte Murray,SG,26,ATL,74,74,2693,612,1319,0.464,133,387,0.344,479,932,0.514,0.514,158,190,0.832,53,336,389,448,112,19,160,106,1515,2022-2023,2886.8
443,352,Jamal Murray,PG,25,DEN,65,65,2133,473,1041,0.454,172,432,0.398,301,609,0.494,0.537,180,216,0.833,48,209,257,400,66,16,145,103,1298,2022-2023,2307.4
444,353,Keegan Murray,SF,22,SAC,80,78,2382,354,782,0.453,206,501,0.411,148,281,0.527,0.584,62,81,0.765,89,282,371,98,61,42,60,162,976,2022-2023,1817.2
445,354,Mike Muscala,C,31,TOT,63,9,945,131,292,0.449,81,207,0.391,50,85,0.588,0.587,40,52,0.769,37,166,203,50,15,24,23,98,383,2022-2023,795.6
448,355,Svi Mykhailiuk,SF,25,TOT,32,8,468,77,173,0.445,42,99,0.424,35,74,0.473,0.566,26,39,0.667,15,38,53,53,15,4,24,23,222,2022-2023,398.1
451,356,Larry Nance Jr.,C,30,NOP,65,1,1381,186,305,0.61,14,42,0.333,172,263,0.654,0.633,55,79,0.696,106,248,354,119,56,37,42,133,441,2022-2023,1281.3
452,357,Andrew Nembhard,SG,23,IND,75,63,2073,284,644,0.441,92,263,0.35,192,381,0.504,0.512,49,62,0.79,35,164,199,341,70,13,126,179,709,2022-2023,1582.3
453,358,Aaron Nesmith,SF,23,IND,73,60,1816,252,590,0.427,115,314,0.366,137,276,0.496,0.525,119,142,0.838,62,215,277,98,55,34,75,235,738,2022-2023,1409.4
454,359,Raul Neto,PG,30,CLE,48,1,505,57,110,0.518,12,42,0.286,45,68,0.662,0.573,31,34,0.912,10,36,46,79,17,4,24,49,157,2022-2023,369.7
455,360,Georges Niang,PF,29,PHI,78,1,1512,222,502,0.442,154,384,0.401,68,118,0.576,0.596,39,45,0.867,19,166,185,77,30,14,54,145,637,2022-2023,1052.5
456,361,Daishen Nix,PG,20,HOU,57,7,914,81,237,0.342,40,140,0.286,41,97,0.423,0.426,24,36,0.667,18,80,98,132,31,7,86,59,226,2022-2023,569.6
457,362,Zeke Nnaji,PF,22,DEN,53,5,728,110,196,0.561,17,65,0.262,93,131,0.71,0.605,40,62,0.645,65,73,138,18,17,23,31,105,277,2022-2023,558.6
458,363,Nerlens Noel,C,28,TOT,17,4,195,13,36,0.361,1,2,0.5,12,34,0.353,0.375,8,12,0.667,10,36,46,10,16,10,13,32,35,2022-2023,170.2
461,364,Jaylen Nowell,SG,23,MIN,65,2,1252,280,625,0.448,67,232,0.289,213,393,0.542,0.502,77,99,0.778,36,134,170,132,42,5,65,101,704,2022-2023,1182.0
462,365,Frank Ntilikina,SG,24,DAL,47,5,607,48,132,0.364,17,67,0.254,31,65,0.477,0.428,22,33,0.667,7,55,62,58,16,7,29,65,135,2022-2023,336.4
463,366,Kendrick Nunn,SG,27,TOT,70,2,964,191,450,0.424,79,223,0.354,112,227,0.493,0.512,35,41,0.854,15,94,109,90,28,7,66,66,496,2022-2023,800.8
466,367,Jusuf Nurkić,C,28,POR,52,52,1391,262,505,0.519,43,119,0.361,219,386,0.567,0.561,127,192,0.661,114,357,471,149,43,44,119,185,694,2022-2023,1624.6999999999998
467,368,Jordan Nwora,SF,24,TOT,62,14,1188,194,445,0.436,86,211,0.408,108,234,0.462,0.533,68,86,0.791,51,178,229,88,24,14,66,74,542,2022-2023,996.8
470,369,Royce O'Neale,SF,29,BRK,76,53,2409,229,593,0.386,163,419,0.389,66,174,0.379,0.524,50,69,0.725,55,329,384,283,65,49,114,239,671,2022-2023,1784.3
471,370,Chuma Okeke,SF,24,ORL,27,8,518,43,122,0.352,26,86,0.302,17,36,0.472,0.459,16,21,0.762,26,70,96,37,19,11,17,40,128,2022-2023,371.7
472,371,Josh Okogie,SG,24,PHO,72,26,1350,162,414,0.391,66,197,0.335,96,217,0.442,0.471,139,192,0.724,109,142,251,105,56,34,63,114,529,2022-2023,1194.7
473,372,Onyeka Okongwu,C,22,ATL,80,18,1849,317,497,0.638,4,13,0.308,313,484,0.647,0.642,153,196,0.781,217,359,576,81,56,107,81,251,791,2022-2023,2011.6999999999998
474,373,Isaac Okoro,SF,22,CLE,76,46,1652,175,354,0.494,62,171,0.363,113,183,0.617,0.582,78,103,0.757,52,135,187,87,56,30,42,158,490,2022-2023,1060.9
475,374,KZ Okpala,PF,23,SAC,35,3,248,16,38,0.421,7,21,0.333,9,17,0.529,0.513,7,8,0.875,7,27,34,13,7,7,7,39,46,2022-2023,141.3
476,375,Victor Oladipo,SG,30,MIA,42,2,1106,160,403,0.397,70,212,0.33,90,191,0.471,0.484,59,79,0.747,16,112,128,146,57,12,87,99,449,2022-2023,941.5999999999999
477,376,Kelly Olynyk,C,31,UTA,68,68,1942,278,557,0.499,93,236,0.394,185,321,0.576,0.583,198,232,0.853,82,338,420,252,60,37,168,232,847,2022-2023,1852.0
478,377,Eugene Omoruyi,SF,25,TOT,40,6,645,101,228,0.443,25,89,0.281,76,139,0.547,0.498,51,75,0.68,43,68,111,28,28,3,34,91,278,2022-2023,512.2
481,378,Cedi Osman,SF,27,CLE,77,2,1548,239,530,0.451,116,312,0.372,123,218,0.564,0.56,75,108,0.694,25,151,176,115,35,11,52,122,669,2022-2023,1138.7
482,379,Kelly Oubre Jr.,SF,27,CHO,48,40,1548,353,819,0.431,108,339,0.319,245,480,0.51,0.497,158,208,0.76,65,184,249,54,68,18,64,141,972,2022-2023,1545.8
483,380,Chris Paul,PG,37,PHO,59,59,1889,294,668,0.44,98,261,0.375,196,407,0.482,0.513,133,160,0.831,27,224,251,524,91,22,114,126,819,2022-2023,2131.2
484,381,Cameron Payne,PG,28,PHO,48,15,968,188,453,0.415,68,185,0.368,120,268,0.448,0.49,49,64,0.766,12,94,106,214,33,8,81,88,493,2022-2023,983.2
485,382,Gary Payton II,SG,30,TOT,22,1,367,41,69,0.594,13,26,0.5,28,43,0.651,0.688,6,7,0.857,24,45,69,30,22,5,16,43,101,2022-2023,293.8
488,383,Theo Pinson,SG,27,DAL,40,1,323,31,87,0.356,22,62,0.355,9,25,0.36,0.483,11,13,0.846,10,53,63,46,6,1,12,34,95,2022-2023,248.60000000000002
489,384,Scotty Pippen Jr.,PG,22,LAL,6,0,32,4,12,0.333,1,3,0.333,3,9,0.333,0.375,5,9,0.556,2,2,4,2,2,1,2,3,14,2022-2023,28.8
490,385,Mason Plumlee,C,32,TOT,79,60,2054,329,484,0.68,0,0,0.348,329,484,0.68,0.68,199,313,0.636,229,471,700,245,46,47,117,217,857,2022-2023,2226.5
493,386,Jakob Poeltl,C,27,TOT,72,71,1906,389,618,0.629,0,1,0.0,389,617,0.63,0.629,119,201,0.592,236,417,653,197,66,86,125,195,897,2022-2023,2307.1
496,387,Aleksej Pokusevski,PF,21,OKC,34,25,701,108,249,0.434,38,104,0.365,70,145,0.483,0.51,22,35,0.629,45,114,159,64,20,43,43,58,276,2022-2023,708.8
497,388,Jordan Poole,PG,23,GSW,82,43,2458,550,1278,0.43,214,637,0.336,336,641,0.524,0.514,361,415,0.87,32,193,225,369,63,21,252,214,1675,2022-2023,2498.5
498,389,Kevin Porter Jr.,PG,22,HOU,59,59,2024,391,884,0.442,141,385,0.366,250,499,0.501,0.522,207,264,0.784,76,238,314,338,82,17,188,156,1130,2022-2023,2122.8
499,390,Michael Porter Jr.,SF,24,DEN,62,62,1798,398,817,0.487,188,454,0.414,210,363,0.579,0.602,96,120,0.8,64,277,341,65,37,29,68,119,1080,2022-2023,1716.7
